Timestamp,Price
1611362322,1.83573234 
1611362323,1.83573234 
1611362324,1.83573234 
1611362325,1.83573234 
1611362326,1.83573234 
1611362327,1.83573234 
1611362328,1.83573234 
1611362329,1.83573234 
1611362330,1.83573234 
1611362331,1.83573234 
1611362332,1.83573234 
1611362333,1.83573234 
1611362334,1.83573234 
1611362336,1.83573234 
1611362336,1.83573234 
1611362337,1.83573234 
1611362339,1.83573234 
1611362340,1.83573234 
1611362341,1.84899518 
1611362342,1.86225675 
1611362343,1.86225675 
1611362344,1.86225675 
1611362345,1.86225675 
1611362346,1.86225675 
1611362347,1.86225675 
1611362348,1.86225675 
1611362349,1.86225675 
1611362350,1.86225675 
1611362351,1.86225675 
1611362352,1.86225675 
1611362353,1.86225675 
1611362354,1.86225675 
1611362355,1.86225675 
1611362356,1.86225675 
1611362357,1.86225675 
1611362358,1.86225675 
1611362359,1.86225675 
1611362360,1.86225675 
1611362361,1.86225675 
1611362362,1.86225675 
1611362363,1.86225675 
1611362364,1.86225675 
1611362365,1.86225675 
1611362366,1.86225675 
1611362367,1.86225675 
1611362368,1.86225675 
1611362369,1.86225675 
1611362370,1.86225675 
1611362371,1.86225675 
1611362372,1.86225675 
1611362373,1.86225675 
1611362374,1.86225675 
1611362375,1.86225675 
1611362376,1.86225675 
1611362377,1.86225675 
1611362378,1.86225675 
1611362379,1.86225675 
1611362380,1.86225675 
1611362381,1.86225675 
1611362382,1.86225675 
1611362383,1.86225675 
1611362384,1.86225675 
1611362385,1.86225675 
1611362386,1.84170386 
1611362388,1.84170386 
1611362389,1.84170386 
1611362390,1.84170386 
1611362391,1.84170386 
1611362392,1.84170386 
1611362393,1.84170386 
1611362394,1.84170386 
1611362395,1.84170386 
1611362396,1.84170386 
1611362397,1.84170386 
1611362398,1.84170386 
1611362399,1.84170386 
1611362400,1.84170386 
1611362401,1.84170386 
1611362402,1.84170386 
1611362403,1.84170386 
1611362404,1.84170386 
1611362405,1.84170386 
1611362406,1.85677213 
1611362407,1.85677213 
1611362408,1.85677213 
1611362409,1.85677213 
1611362410,1.85677213 
1611362411,1.85677213 
1611362413,1.85677213 
1611362414,1.85677213 
1611362415,1.85677213 
1611362416,1.85677213 
1611362417,1.84998495 
1611362418,1.84998495 
1611362419,1.84998495 
1611362420,1.84998495 
1611362421,1.84998495 
1611362422,1.84998495 
1611362423,1.84998495 
1611362424,1.84998495 
1611362425,1.84998495 
1611362426,1.84998495 
1611362427,1.84998495 
1611362428,1.84998495 
1611362429,1.84998495 
1611362430,1.84998495 
1611362431,1.84998495 
1611362432,1.84998495 
1611362433,1.84998495 
1611362434,1.84998495 
1611362435,1.84998495 
1611362436,1.84998495 
1611362437,1.84998495 
1611362438,1.84998495 
1611362439,1.84998495 
1611362440,1.84998495 
1611362441,1.84998495 
1611362442,1.84998495 
1611362443,1.84488159 
1611362444,1.83977129 
1611362445,1.83977129 
1611362446,1.83977129 
1611362447,1.83977129 
1611362448,1.83977129 
1611362449,1.83977129 
1611362450,1.83977129 
1611362451,1.83977129 
1611362452,1.83977129 
1611362453,1.83977129 
1611362454,1.83977129 
1611362455,1.83977129 
1611362456,1.83977129 
1611362457,1.83977129 
1611362458,1.83977129 
1611362459,1.83977129 
1611362460,1.83977129 
1611362461,1.83977129 
1611362462,1.83977129 
1611362463,1.83977129 
1611362464,1.83977129 
1611362465,1.83977129 
1611362467,1.83977129 
1611362468,1.83977129 
1611362469,1.83977129 
1611362470,1.83977129 
1611362470,1.83977129 
1611362472,1.83977129 
1611362473,1.83977129 
1611362474,1.83977129 
1611362475,1.83977129 
1611362476,1.83977129 
1611362477,1.83977129 
1611362478,1.83977129 
1611362479,1.83977129 
1611362480,1.83977129 
1611362481,1.83977129 
1611362482,1.83977129 
1611362483,1.83977129 
1611362484,1.83977129 
1611362485,1.83977129 
1611362486,1.83977129 
1611362487,1.83977129 
1611362488,1.83945834 
1611362489,1.83914450 
1611362491,1.83914450 
1611362492,1.83914450 
1611362493,1.83914450 
1611362494,1.83914450 
1611362495,1.92342702 
1611362496,1.92342702 
1611362497,1.92342702 
1611362498,1.92342702 
1611362499,1.92342702 
1611362500,1.92342702 
1611362501,1.92342702 
1611362502,1.92342702 
1611362503,1.92342702 
1611362504,1.92342702 
1611362505,1.92342702 
1611362506,1.92342702 
1611362507,1.91021909 
1611362508,1.91021909 
1611362509,1.91021909 
1611362516,1.91021909 
1611362517,1.91021909 
1611362518,1.91021909 
1611362519,1.91021909 
1611362520,1.91021909 
1611362521,1.91021909 
1611362522,1.91021909 
1611362523,1.91021909 
1611362524,1.91021909 
1611362525,1.91021909 
1611362526,1.91021909 
1611362527,1.91021909 
1611362528,1.91021909 
1611362529,1.91021909 
1611362530,1.91021909 
1611362532,1.91021909 
1611362533,1.91021909 
1611362534,1.91021909 
1611362535,1.91021909 
1611362536,1.91021909 
1611362537,1.91021909 
1611362538,1.91021909 
1611362539,1.91021909 
1611362540,1.91021909 
1611362541,1.91021909 
1611362542,1.91021909 
1611362543,1.91021909 
1611362544,1.91021909 
1611362545,1.91021909 
1611362546,1.91021909 
1611362547,1.91021909 
1611362548,1.91021909 
1611362549,1.91021909 
1611362550,1.91021909 
1611362551,1.91021909 
1611362552,1.91021909 
1611362553,1.91021909 
1611362554,1.91021909 
1611362555,1.91021909 
1611362556,1.91021909 
1611362557,2.00303552 
1611362558,2.00303552 
1611362559,2.00303552 
1611362560,2.00303552 
1611362561,2.00303552 
1611362562,2.00303552 
1611362563,2.00303552 
1611362564,2.00303552 
1611362565,2.00303552 
1611362566,2.00303552 
1611362567,2.00303552 
1611362568,2.00303552 
1611362570,2.00303552 
1611362571,2.00303552 
1611362572,2.00303552 
1611362573,1.99998347 
1611362574,1.99692690 
1611362575,1.99692690 
1611362576,1.99692690 
1611362577,1.99692690 
1611362578,1.99692690 
1611362579,1.99692690 
1611362580,1.99692690 
1611362581,1.99692690 
1611362582,1.99692690 
1611362583,1.99692690 
1611362584,1.99692690 
1611362586,1.99692690 
1611362587,1.99692690 
1611362588,1.99692690 
1611362589,1.99692690 
1611362590,1.99692690 
1611362591,1.99692690 
1611362592,1.99692690 
1611362593,1.99692690 
1611362594,1.99692690 
1611362595,1.99692690 
1611362596,1.99692690 
1611362597,1.99692690 
1611362598,1.99692690 
1611362599,1.99692690 
1611362600,1.99692690 
1611362602,1.99692690 
1611362603,1.99692690 
1611362604,1.95220687 
1611362605,1.90835971 
1611362606,1.90835971 
1611362607,1.90835971 
1611362608,1.90835971 
1611362609,1.92188125 
1611362610,1.92188125 
1611362611,1.92188125 
1611362612,1.92188125 
1611362613,1.92188125 
1611362614,1.92188125 
1611362615,1.92188125 
1611362616,1.92188125 
1611362617,1.92188125 
1611362618,1.92188125 
1611362619,1.92188125 
1611362620,1.92188125 
1611362621,1.92188125 
1611362622,1.92185184 
1611362624,1.92185184 
1611362625,1.92185184 
1611362626,1.92185184 
1611362627,1.92185184 
1611362628,1.92185184 
1611362629,1.92185184 
1611362630,1.92185184 
1611362631,1.92185184 
1611362632,1.92185184 
1611362633,1.92185184 
1611362634,1.92185184 
1611362635,1.92185184 
1611362636,1.92185184 
1611362637,1.92185184 
1611362638,1.92185184 
1611362639,1.92185184 
1611362640,1.92185184 
1611362641,1.92185184 
1611362642,1.92185184 
1611362643,1.92185184 
1611362644,1.92185184 
1611362645,1.92185184 
1611362646,1.92185184 
1611362647,1.92185184 
1611362648,1.92185184 
1611362649,1.92185184 
1611362650,1.92185184 
1611362652,1.92185184 
1611362653,1.92185184 
1611362654,1.92185184 
1611362655,1.92185184 
1611362656,1.92185184 
1611362657,1.92185184 
1611362658,1.92185184 
1611362659,1.92185184 
1611362660,1.92185184 
1611362661,1.92185184 
1611362662,1.92185184 
1611362663,1.92185184 
1611362664,1.92185184 
1611362665,1.92185184 
1611362666,2.00480204 
1611362667,1.89567049 
1611362668,1.89567049 
1611362669,1.89567049 
1611362670,1.89567049 
1611362671,1.89567049 
1611362672,1.89567049 
1611362673,1.89567049 
1611362674,1.94915589 
1611362675,1.94915589 
1611362676,1.94915589 
1611362677,1.94915589 
1611362678,1.94915589 
1611362679,1.94915589 
1611362680,1.94915589 
1611362681,1.94717676 
1611362683,1.94717676 
1611362684,1.94717676 
1611362685,1.94717676 
1611362686,1.94717676 
1611362687,1.94717676 
1611362688,1.94717676 
1611362689,1.94717676 
1611362690,1.94717676 
1611362691,1.94717676 
1611362692,1.94717676 
1611362693,1.94717676 
1611362694,1.94717676 
1611362695,1.94717676 
1611362696,1.94717676 
1611362697,1.94717676 
1611362698,1.94717676 
1611362699,1.94717676 
1611362700,1.94717676 
1611362701,1.94717676 
1611362702,1.94717676 
1611362703,1.94717676 
1611362704,1.94717676 
1611362705,1.94717676 
1611362706,1.94717676 
1611362707,1.95022679 
1611362708,1.95022679 
1611362709,1.95022679 
1611362710,1.95022679 
1611362711,1.95022679 
1611362712,1.95022679 
1611362714,1.95022679 
1611362715,1.95022679 
1611362716,1.95022679 
1611362717,1.95022679 
1611362718,1.95022679 
1611362719,1.95022679 
1611362720,1.95022679 
1611362721,1.95022679 
1611362722,1.95022679 
1611362723,1.95022679 
1611362724,1.95022679 
1611362725,1.95022679 
1611362726,1.95022679 
1611362727,1.95022679 
1611362728,1.95022679 
1611362729,1.95022679 
1611362730,1.95022679 
1611362731,1.95022679 
1611362732,1.95022679 
1611362733,1.95022679 
1611362734,1.95022679 
1611362735,1.95022679 
1611362736,1.95022679 
1611362737,1.95022679 
1611362738,1.95022679 
1611362739,1.95022679 
1611362740,1.95022679 
1611362741,1.95022679 
1611362742,1.95022679 
1611362743,1.95022679 
1611362744,1.95022679 
1611362745,1.95022679 
1611362746,1.95022679 
1611362747,1.95022679 
1611362748,1.95022679 
1611362749,1.95022679 
1611362750,1.95022679 
1611362751,1.95022679 
1611362752,1.95022679 
1611362753,1.95022679 
1611362754,1.95022679 
1611362755,1.95022679 
1611362756,1.95022679 
1611362758,1.95022679 
1611362759,1.95022679 
1611362760,1.95022679 
1611362761,1.95022679 
1611362762,1.95022679 
1611362763,1.95022679 
1611362764,1.95022679 
1611362765,1.95022679 
1611362766,1.95022679 
1611362767,1.95022679 
1611362768,1.95022679 
1611362769,1.95022679 
1611362770,1.95022679 
1611362771,1.95022679 
1611362772,1.95022679 
1611362773,1.95022679 
1611362774,1.95022679 
1611362775,1.95022679 
1611362776,1.95022679 
1611362777,1.95022679 
1611362778,1.95022679 
1611362779,1.95022679 
1611362780,1.95022679 
1611362781,1.95022679 
1611362782,1.95022679 
1611362783,1.95022679 
1611362784,1.95022679 
1611362785,1.95022679 
1611362786,1.95022679 
1611362787,1.95022679 
1611362788,1.95022679 
1611362790,1.95022679 
1611362791,1.95022679 
1611362792,1.95022679 
1611362793,1.95022679 
1611362794,1.95022679 
1611362795,1.95022679 
1611362796,1.95022679 
1611362797,1.95022679 
1611362798,1.97925075 
1611362799,1.97925075 
1611362800,1.97925075 
1611362801,1.97925075 
1611362802,1.97925075 
1611362803,1.97925075 
1611362804,1.97925075 
1611362805,1.97925075 
1611362806,1.97925075 
1611362807,1.97925075 
1611362808,1.97925075 
1611362809,1.97925075 
1611362810,1.97925075 
1611362811,1.97925075 
1611362812,1.97925075 
1611362813,1.97925075 
1611362814,1.97925075 
1611362815,1.97925075 
1611362816,1.97925075 
1611362817,1.97925075 
1611362818,1.97925075 
1611362819,1.97925075 
1611362820,1.97925075 
1611362821,1.97925075 
1611362822,1.97925075 
1611362823,1.97925075 
1611362824,1.97925075 
1611362825,1.98754432 
1611362827,1.97925075 
1611362828,1.97925075 
1611362829,1.97925075 
1611362830,1.97925075 
1611362831,1.97925075 
1611362832,1.97925075 
1611362833,1.97925075 
1611362834,1.97925075 
1611362835,1.97925075 
1611362836,1.97925075 
1611362837,1.97925075 
1611362838,1.97925075 
1611362839,1.97925075 
1611362840,1.97925075 
1611362841,1.97925075 
1611362842,1.97925075 
1611362843,1.97925075 
1611362844,1.97925075 
1611362845,1.97925075 
1611362846,1.97925075 
1611362847,1.97925075 
1611362848,1.98409866 
1611362849,1.98894386 
1611362850,1.98894386 
1611362851,1.99233066 
1611362852,1.99233066 
1611362853,1.99233066 
1611362854,1.99233066 
1611362855,1.99233066 
1611362857,1.99233066 
1611362858,1.99233066 
1611362859,1.99233066 
1611362860,1.99233066 
1611362861,1.99233066 
1611362862,1.99233066 
1611362863,1.99233066 
1611362864,1.99233066 
1611362865,1.99233066 
1611362866,1.99233066 
1611362867,1.99233066 
1611362868,1.99233066 
1611362869,1.99233066 
1611362870,1.99233066 
1611362871,1.99233066 
1611362872,1.99233066 
1611362873,1.99233066 
1611362874,1.99233066 
1611362875,1.99233066 
1611362876,1.99233066 
1611362877,1.99233066 
1611362878,1.99233066 
1611362879,1.99233066 
1611362880,1.99233066 
1611362881,1.99233066 
1611362882,1.99233066 
1611362883,1.99233066 
1611362884,1.99233066 
1611362885,1.99445507 
1611362886,1.99445507 
1611362887,1.99445507 
1611362888,1.99445507 
1611362889,1.99445507 
1611362890,1.99445507 
1611362891,1.99445507 
1611362892,1.99445507 
1611362893,1.99445507 
1611362894,1.99445507 
1611362895,1.99445507 
1611362896,1.99445507 
1611362897,1.99445507 
1611362898,1.99445507 
1611362899,1.96516767 
1611362901,1.96516767 
1611362902,1.96516767 
1611362903,1.96516767 
1611362904,1.96516767 
1611362905,1.96516767 
1611362906,1.96516767 
1611362907,1.96516767 
1611362908,1.96516767 
1611362909,1.96516767 
1611362910,1.96516767 
1611362911,1.96516767 
1611362912,1.96516767 
1611362913,1.96516767 
1611362914,1.96516767 
1611362915,1.96516767 
1611362916,1.96516767 
1611362917,1.96516767 
1611362918,1.96516767 
1611362919,1.96516767 
1611362920,1.96516767 
1611362921,1.96516767 
1611362922,1.96516767 
1611362923,1.96516767 
1611362924,1.96516767 
1611362925,1.96516767 
1611362926,1.96516767 
1611362927,1.96516767 
1611362928,1.96516767 
1611362929,1.96516767 
1611362930,1.96516767 
1611362931,1.96516767 
1611362932,1.96516767 
1611362933,1.96516767 
1611362934,1.96516767 
1611362935,1.96516767 
1611362937,1.96516767 
1611362938,1.96516767 
1611362939,1.96516767 
1611362940,1.96516767 
1611362941,1.96516767 
1611362942,1.96516767 
1611362943,1.96714868 
1611362944,1.96822836 
1611362945,1.96822836 
1611362946,1.96822836 
1611362947,1.96822836 
1611362948,1.96822836 
1611362949,1.96822836 
1611362950,1.96822836 
1611362951,1.96822836 
1611362952,1.96822836 
1611362953,1.96822836 
1611362954,1.96822836 
1611362955,1.96822836 
1611362956,1.96822836 
1611362957,1.96822836 
1611362958,1.96822836 
1611362959,1.96822836 
1611362960,1.96822836 
1611362961,1.96822836 
1611362962,1.94520164 
1611362964,1.94520164 
1611362965,1.94520164 
1611362966,1.94520164 
1611362967,1.94520164 
1611362968,1.94520164 
1611362969,1.94520164 
1611362970,1.94520164 
1611362971,1.94520164 
1611362972,1.94520164 
1611362973,1.94520164 
1611362974,1.94520164 
1611362975,1.94520164 
1611362976,1.94520164 
1611362977,1.94520164 
1611362978,1.94520164 
1611362979,1.94520164 
1611362980,1.94520164 
1611362981,1.94520164 
1611362982,1.94520164 
1611362983,1.94520164 
1611362984,1.94520164 
1611362985,1.94520164 
1611362986,1.94520164 
1611362987,1.94520164 
1611362988,1.94520164 
1611362989,1.94520164 
1611362990,1.94520164 
1611362991,1.94520164 
1611362992,1.94520164 
1611362993,1.94520164 
1611362994,1.94520164 
1611362995,1.94520164 
1611362996,1.94520164 
1611362997,1.94520164 
1611362998,1.94520164 
1611362999,1.94520164 
1611363000,1.89030733 
1611363001,1.89030733 
1611363002,1.89030733 
1611363003,1.89030733 
1611363004,1.89030733 
1611363005,1.89030733 
1611363006,1.89030733 
1611363007,1.89030733 
1611363008,1.89030733 
1611363009,1.89030733 
1611363010,1.89030733 
1611363012,1.89030733 
1611363013,1.89030733 
1611363014,1.89030733 
1611363015,1.89030733 
1611363016,1.89030733 
1611363017,1.89030733 
1611363018,1.89030733 
1611363019,1.89030733 
1611363020,1.89030733 
1611363021,1.89030733 
1611363022,1.89030733 
1611363023,1.89949468 
1611363024,1.90869897 
1611363025,1.90869897 
1611363026,1.90869897 
1611363027,1.90869897 
1611363028,1.90869897 
1611363029,1.90869897 
1611363030,1.90869897 
1611363031,1.90869897 
1611363032,1.90869897 
1611363033,1.90869897 
1611363034,1.90869897 
1611363035,1.90869897 
1611363036,1.90869897 
1611363037,1.90869897 
1611363038,1.90869897 
1611363039,1.90869897 
1611363040,1.90869897 
1611363041,1.90869897 
1611363042,1.90869897 
1611363043,1.90869897 
1611363044,1.90869897 
1611363045,1.90869897 
1611363046,1.90869897 
1611363047,1.90869897 
1611363048,1.90869897 
1611363049,1.90869897 
1611363050,1.90869897 
1611363051,1.90869897 
1611363052,1.90869897 
1611363053,1.90869897 
1611363054,1.90869897 
1611363055,1.90869897 
1611363056,1.90869897 
1611363057,1.90869897 
1611363058,1.90869897 
1611363059,1.90869897 
1611363060,1.90869897 
1611363061,1.90869897 
1611363062,1.90869897 
1611363063,1.90869897 
1611363064,1.90869897 
1611363065,1.90869897 
1611363066,1.90869897 
1611363067,1.90869897 
1611363069,1.90869897 
1611363070,1.90869897 
1611363071,1.90869897 
1611363072,1.90869897 
1611363073,1.90869897 
1611363074,1.90869897 
1611363075,1.90869897 
1611363076,1.90869897 
1611363077,1.90869897 
1611363078,1.90869897 
1611363079,1.90869897 
1611363080,1.90869897 
1611363081,1.90869897 
1611363082,1.90869897 
1611363083,1.90869897 
1611363084,1.90869897 
1611363085,1.90869897 
1611363086,1.90869897 
1611363087,1.90869897 
1611363088,1.90869897 
1611363089,1.90869897 
1611363090,1.90869897 
1611363091,1.90869897 
1611363092,1.90869897 
1611363093,1.90869897 
1611363094,1.90869897 
1611363095,1.90988886 
1611363096,1.90988886 
1611363097,1.90988886 
1611363098,1.90988886 
1611363099,1.90988886 
1611363100,1.90988886 
1611363101,1.90988886 
1611363102,1.90988886 
